id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
414	biogas potential	-0.5267	0.8225	5	124	175	17	2016.6471
415	biogas process	-0.5916	0.422	5	205	292	21	2014.7619
416	biogas production	-0.5827	0.6564	5	1297	5789	481	2016.2723
417	biogas production potential	-0.6672	0.6507	5	84	125	12	2016.1667
418	biogas production rate	-0.5741	0.7229	5	260	533	41	2016.2927
419	biogas productivity	-0.5418	0.7562	5	106	158	13	2016.8462
420	biogas reactor	-0.5318	0.2574	5	264	452	34	2015.7059
421	biogas residue	-0.617	0.3212	2	110	138	18	2017.1111
422	biogas slurry	-0.5654	0.202	5	136	202	22	2018.0455
423	biogas upgrading	-0.3655	0.4452	5	152	218	20	2017.5
424	biogas yield	-0.5969	0.7395	5	543	1482	126	2016.3492
425	biogenesis	-0.4931	-0.6594	1	299	410	25	2015.8
426	biohydrogen production	-0.3252	0.2982	5	694	1342	142	2014.6831
427	biohydrogen yield	-0.4139	0.3393	5	106	135	13	2016.0769
428	bioinformatic	-0.1694	-0.5758	4	196	238	17	2015.8824
429	bioinformatics analysis	-0.3558	-0.6163	1	193	238	15	2015.8667
430	biological catalyst	0.979	-0.0202	3	194	257	19	2013.5789
431	biological hydrogen production	-0.3384	0.2752	5	122	159	21	2013.4286
432	biological pretreatment	-0.2787	0.4697	2	425	703	67	2016.3433
433	biological science	-0.43	-0.544	1	259	308	15	2017.2667
434	biomarker	-0.031	-0.2579	1	362	509	35	2016.8
435	biomass accumulation	-0.6689	-0.4386	1	444	601	43	2015.7209
436	biomass concentration	-0.6245	0.0306	1	643	1157	103	2015.5437
437	biomass crop	-0.7215	-0.0466	2	238	304	23	2015
438	biomass deconstruction	-0.0195	-0.2468	4	369	530	39	2016.1795
439	biomass degradation	-0.0556	-0.2079	4	586	982	70	2016.8143
440	biomass degrading enzyme	-0.0127	-0.3592	4	289	426	29	2015.3793
441	biomass digestibility	-0.4602	0.1232	2	220	390	27	2015.8148
442	biomass enzymatic saccharification	-0.4809	-0.0127	2	150	318	20	2018.65
443	biomass formation	-0.2859	-0.2951	1	114	126	12	2015.5833
444	biomass growth	-0.8081	-0.0858	1	307	425	38	2014.8421
445	biomass loading	-0.181	0.6799	2	362	664	52	2016.0192
446	biomass porosity	-0.3495	0.1613	2	112	176	11	2018.2727
447	biomass pretreatment process	-0.2872	0.0638	2	101	117	10	2015.5
448	biomass productivity	-0.8239	-0.0846	1	784	2014	154	2015.7727
449	biomass pyrolysis	0.0667	0.385	2	77	102	14	2015.7143
450	biomass quality	-0.744	-0.2275	2	138	183	15	2016.4
451	biomass recalcitrance	-0.2761	0.0805	2	675	1376	97	2015.5567
452	biomass saccharification	-0.2154	-0.0723	2	512	945	68	2016.0882
453	biomass sample	-0.2899	0.3224	2	376	568	50	2015.12
454	biomass slurry	-0.1787	0.5764	2	118	151	14	2014.2857
455	biomass structure	-0.1405	0.7145	2	195	257	22	2016.9545
456	biomass type	-0.2296	0.3679	2	213	273	25	2015.88
457	biomaterial production	-0.4432	-0.3325	1	159	183	13	2017.2308
458	biomedical application	0.9239	-0.2878	3	146	177	15	2015.5333
459	biomethanation	-0.5223	0.5972	5	193	286	24	2016.4583
460	biomethane	-0.5909	0.6086	5	394	680	59	2016.7966
461	biomethane potential	-0.6125	0.7245	5	165	241	23	2016.6522
462	biomethane production	-0.536	0.6014	5	378	647	52	2017.2115
463	biomethane yield	-0.5972	0.5917	5	158	229	20	2018.35
464	biomolecule	0.9598	-0.2364	3	574	1060	69	2015.6667
465	bioprospecting	-0.2889	-0.2154	4	172	204	17	2016.4118
466	biorefinery scheme	-0.2557	0.6726	2	121	144	13	2015.8462
467	biorefinery system	-0.3885	0.4975	2	175	248	21	2017.8571
468	biosensing	1.8087	-0.1091	3	393	1013	51	2015.5098
469	biosensor	1.6751	-0.182	3	1073	7213	402	2014.3781
470	biosphere	0.0774	-0.4584	4	162	187	15	2016.3333
471	biosurfactant production	0.0116	0.3769	6	58	73	10	2015
472	biosynthesis	-0.4268	-0.627	1	1921	7688	514	2015.8677
473	biosynthesis pathway	-0.4436	-0.6349	1	737	1337	88	2015.6136
474	biosynthetic pathway	-0.3278	-0.7037	1	894	2098	151	2015.4305
475	biotechnology industry	-0.2762	-0.5828	1	123	135	11	2016.6364
476	birch	-0.1838	0.4194	2	223	300	23	2016.5217
477	birchwood xylan	0.324	-0.3352	4	172	299	17	2013.1765
478	bisabolene	-0.1872	-0.611	1	145	230	19	2016.8421
479	bisphosphate carboxylase oxygenase	-0.6126	-0.5743	1	176	241	15	2015.0667
480	black liquor	-0.1937	0.5517	2	161	193	21	2016.1429
481	blending	-0.3356	0.3803	2	200	229	23	2015.3478
482	blood	1.1045	-0.0503	3	279	435	26	2015.5385
483	blue light	-0.6424	-0.186	1	86	119	10	2016.3
484	bmimcl	0.2469	0.4068	2	169	230	18	2016.3333
485	bmp	-0.6035	0.7401	5	325	641	53	2017.1509
486	bmp test	-0.5839	0.7714	5	86	136	10	2016.9
487	bod	1.6164	-0.0614	3	614	1928	101	2013.703
488	botryococcene	-0.5429	-0.6025	1	107	162	13	2015.9231
489	botryococcus braunii	-0.6386	-0.3089	1	328	545	51	2016.2157
490	bovine serum albumin	1.0161	0.1336	3	213	277	13	2016.3846
491	box	0.576	-0.1834	3	450	612	36	2016.4167
492	box behnken design	0.0639	0.5508	6	348	568	39	2015.5897
493	boxbehnken design	-0.2455	0.6023	2	134	156	12	2018.6667
494	bpy	1.3531	0.0929	3	152	209	13	2013.6154
495	brachypodium	-0.5734	-0.6054	1	129	192	12	2016.1667
496	brachypodium distachyon	-0.5602	-0.5377	1	251	375	25	2014.76
497	brake thermal efficiency	0.0141	0.6922	6	95	217	16	2016.3125
498	branched chain	-0.2885	-0.6981	1	205	314	24	2014.5833
499	brassica carinata	-0.7319	0.1318	2	109	137	15	2016.5333
500	braunii	-0.6472	-0.3001	1	156	220	18	2016.6667
501	breeding	-0.6591	-0.2323	1	635	1183	86	2015.2791
502	brewer	-0.1062	0.5274	2	224	297	26	2017.4231
503	briquette	-0.2683	0.526	2	78	92	14	2016.2143
504	brix	-0.6653	-0.0487	2	130	152	11	2013.7273
505	broad application	0.2329	-0.6308	1	180	206	14	2017.7857
506	broad ph range	0.571	-0.2687	4	266	346	22	2014.7727
507	broad substrate specificity	0.2168	-0.4475	4	293	389	26	2016.0385
508	brown macroalgae	-0.1136	-0.2134	4	136	181	19	2016.2105
509	brown midrib	-0.7123	-0.1559	2	123	167	11	2014.9091
510	brunauer emmett teller	0.7577	0.5904	6	126	176	10	2017.3
511	bsa	0.8314	0.2665	3	178	226	12	2015.5
512	bsg	-0.1576	0.5898	2	175	225	17	2018.1765
513	buckypaper	2.007	-0.1158	3	243	501	23	2015.8261
514	buffer	0.9704	-0.0368	3	800	1569	99	2012.9697
515	buffer solution	1.7358	-0.0659	3	434	970	52	2012.2885
516	bulk density	-0.3098	0.4386	2	206	271	22	2014.4545
517	burkholderia	0.1979	0.3322	6	126	162	10	2016.4
518	burkholderia cepacia	0.6863	0.4338	6	129	227	14	2014.0714
519	burkholderia cepacia lipase	0.8076	0.4712	6	127	218	15	2015.7333
520	butanediol	-0.2023	-0.2897	1	453	740	67	2015.8358
521	butanol concentration	-0.2011	0.0607	2	294	428	40	2015.65
522	butanol fermentation	-0.2841	-0.0843	2	252	413	34	2015.6765
523	butanol production	-0.2601	-0.1313	1	788	1980	166	2015.7711
524	butanol synthesis	-0.2595	-0.5701	1	125	171	13	2015.3077
525	butanol titer	-0.2427	-0.3411	1	263	406	30	2016.5667
526	butanol tolerance	-0.3419	-0.6702	1	202	311	23	2015.2174
527	butanol yield	-0.3093	0.115	2	291	509	48	2015.2083
528	butyl	0.3792	0.3532	2	422	656	51	2014.8039
529	butyl butyrate	0.4132	0.2832	6	96	134	12	2017.25
530	butyric	-0.4496	0.1332	5	112	127	12	2014.1667
531	butyryl coa	-0.154	-0.6151	1	135	185	12	2014.6667
532	c acetobutylicum	-0.3327	-0.4183	1	393	795	58	2014.7414
533	c acetobutylicum atcc	-0.3663	-0.2656	1	113	161	13	2013.3077
534	c beijerinckii	-0.3364	-0.1933	1	206	294	22	2015.2727
535	c cellulovoran	-0.1715	-0.4055	1	144	203	15	2015.5333
536	c glutamicum	-0.1809	-0.6636	1	119	168	14	2015.5
537	c ljungdahlii	-0.3774	-0.6194	1	145	201	15	2015.2667
538	c n	-0.6934	0.3202	5	222	309	24	2017.1667
539	c n ratio	-0.6816	0.2876	5	477	828	61	2015.9344
540	c pasteurianum	-0.3677	-0.4149	1	111	163	11	2014.7273
541	c phytofermentan	-0.3916	-0.3365	1	89	123	11	2012.9091
542	c protothecoide	-0.8413	-0.3136	1	146	217	13	2014.6923
543	c reaction temperature	0.1647	0.8592	6	168	274	16	2017
544	c reinhardtii	-0.6605	-0.6818	1	431	847	56	2015.4286
545	c sorokiniana	-0.8877	-0.1956	1	209	319	23	2015.6087
546	c temperature	0.047	0.524	2	283	375	24	2016.8333
547	c terminal	0.4826	-0.4223	4	187	250	16	2015.4375
548	c terminus	0.542	-0.4649	4	196	243	15	2013.5333
549	c thermocellum	-0.2009	-0.4232	1	241	353	30	2015.3667
550	c tyrobutyricum	-0.172	-0.2403	1	105	134	11	2017.4545
551	c vulgaris	-0.7473	-0.0021	1	418	830	63	2015.5714
552	c12	-0.0513	-0.508	1	187	256	18	2015.4444
553	c14	-0.1555	-0.4741	1	193	277	18	2015.6111
554	c140	-0.8526	-0.3903	1	152	226	12	2016.1667
555	c16	-0.7088	-0.2456	1	588	1200	70	2015.9
556	c18	-0.5163	-0.34	1	235	326	20	2016.25
557	c180	-0.7955	-0.1566	1	416	791	42	2016.5476
558	c181	-0.7958	-0.1834	1	564	1207	67	2016.5075
559	c182	-0.8189	-0.1285	1	378	722	40	2016.35
560	c183	-0.8976	-0.1443	1	183	260	15	2015.7333
561	c2mim oac	0.0261	0.3621	2	96	134	10	2012.7
562	c4 grass	-0.7113	-0.1517	2	191	257	16	2016.25
563	ca2	0.184	-0.1812	4	502	902	56	2016.1786
564	ca2 ion	0.6091	-0.1324	4	136	158	11	2014.4545
565	caco3	-0.0191	0.2334	2	143	172	15	2015
566	cad	-0.7221	-0.2844	1	139	212	12	2015.3333
567	cadmium	-0.5799	-0.0192	2	220	277	23	2015.0435
568	caffeic acid o methyltransferase	-0.7119	-0.3994	1	217	445	26	2015.6538
569	calb	0.6248	0.4968	6	249	547	30	2015.5
570	calcium hydroxide	-0.1991	0.4722	2	181	247	19	2015.6316
571	caldicellulosiruptor	0.0191	-0.4115	4	318	511	39	2015.4103
572	calorific value	-0.3356	0.4759	2	470	783	64	2015.9375
573	calvin cycle	-0.5479	-0.606	1	261	366	23	2015.6957
574	camelina	-0.7331	-0.5697	1	240	420	24	2016.0833
575	camelina sativa	-0.7526	-0.6485	1	267	504	27	2016.1481
576	candida antarctica	0.5743	0.6118	6	210	452	25	2013.88
577	candida antarctica lipase b	0.6404	0.6278	6	165	310	19	2015.5789
578	candida rugosa	0.6343	0.6566	6	135	254	15	2014.7333
579	candida rugosa lipase	0.5913	0.6156	6	159	268	16	2015.6875
580	candida shehatae	-0.1186	0.2874	2	103	124	11	2014.8182
581	candidate gene	-0.6137	-0.6062	1	558	1095	65	2014.9846
582	canola	-0.5088	-0.0577	2	122	141	11	2014.4545
583	canola oil	0.5318	0.6782	6	214	446	27	2013.3333
584	cao	0.029	0.6742	6	273	415	29	2017.3793
585	capacitor	1.6974	-0.0535	3	137	279	18	2016.3889
586	capital	-0.3699	0.5562	2	224	316	28	2013.8571
587	capital cost	-0.3483	0.5593	2	352	530	41	2015.6098
588	capital investment	-0.3746	0.557	2	161	215	19	2015.8947
589	car	-0.2444	0.1092	2	221	307	27	2012.9259
590	carbohydrate accumulation	-0.7894	-0.4479	1	149	175	13	2015.5385
591	carbohydrate active enzyme	-0.0597	-0.4084	4	525	1141	70	2016.5
592	carbohydrate binding module	0.2086	-0.3762	4	589	1381	94	2015.4362
593	carbohydrate composition	-0.5619	0.012	2	112	136	14	2014.7857
594	carbohydrate esterase	-0.0215	-0.3895	4	244	409	24	2017
595	carbohydrate metabolism	-0.6	-0.604	1	339	499	29	2016.5172
596	carbon allocation	-0.7171	-0.6178	1	179	238	14	2015.1429
597	carbon assimilation	-0.7116	-0.5065	1	174	212	12	2015
598	carbon atom	-0.0714	-0.2289	1	181	220	16	2013.375
599	carbon catabolite repression	-0.2228	-0.4434	1	223	336	26	2015.5385
600	carbon cloth	1.8355	-0.0289	3	230	431	23	2014.3043
601	carbon content	-0.3028	0.4846	2	247	311	29	2016.2414
602	carbon conversion	-0.4137	0.0339	1	96	109	11	2017.6364
603	carbon electrode	1.784	-0.1472	3	317	639	40	2013.15
604	carbon fiber	1.4586	0.0019	3	249	444	30	2015.0333
605	carbon fixation	-0.5041	-0.5873	1	364	532	38	2016.3684
606	carbon flow	-0.5447	-0.5363	1	269	330	20	2016.35
607	carbon flux	-0.433	-0.6518	1	713	1408	89	2015.8652
608	carbon footprint	-0.4703	0.2832	2	144	175	20	2017.95
609	carbon material	1.6715	-0.0026	3	252	412	22	2016.0455
610	carbon metabolism	-0.643	-0.6201	1	312	455	29	2016.6207
611	carbon monoxide	0.0673	0.0392	6	305	487	38	2013.6579
612	carbon nanofiber	1.7019	0.057	3	223	374	20	2014.65
613	carbon nanomaterial	1.8357	-0.033	3	182	278	14	2014.7143
614	carbon nanotube	1.9832	-0.0874	3	814	5376	257	2014.2529
615	carbon nanotube electrode	2.0441	-0.1526	3	201	360	19	2016.3158
616	carbon paper	2.0214	-0.0879	3	338	789	36	2013.9722
617	carbon partitioning	-0.692	-0.5839	1	341	535	32	2015.2812
618	carbon sequestration	-0.534	0.0331	2	279	357	30	2015
619	carbon surface	1.783	-0.1171	3	190	283	16	2013.5625
620	carbonic anhydrase	-0.1776	-0.3991	1	136	163	14	2015.3571
621	carbonization	0.5956	0.4922	2	236	290	17	2017.2353
622	carboxyl group	1.5133	-0.1478	3	237	368	21	2014.0476
623	carboxymethyl cellulase	0.0407	0.0801	4	157	237	18	2016.7222
624	carboxymethyl cellulose	0.1597	-0.2304	4	522	1059	71	2016.2254
625	carboxymethylcellulose	0.1683	-0.3173	4	387	626	42	2014.381
626	carotene	-0.7313	-0.4421	1	210	291	21	2017.1905
627	carotenoid	-0.6801	-0.3084	1	543	972	81	2017.3827
628	cascade	0.9848	-0.3575	3	355	587	44	2016.75
629	cassava starch	-0.1635	0.1942	2	140	164	17	2014.7647
630	cassette	-0.3721	-0.5091	1	393	645	43	2015.8837
631	castor bean	-0.4409	-0.2541	1	157	192	16	2015.5625
632	castor oil	-0.0922	0.4693	6	140	198	14	2014.7857
633	cat	-0.1696	-0.3083	1	414	629	38	2015.8421
634	catabolism	-0.3874	-0.6569	1	569	1025	76	2015.5526
635	catabolite repression	-0.4054	-0.5001	1	144	171	14	2015.5
636	catalase	0.0789	-0.296	1	530	1046	63	2015.8413
637	catalyst	0.6756	0.3751	6	2169	11430	812	2015.2315
638	catalyst amount	0.2178	0.8518	6	197	394	22	2016.5455
639	catalyst concentration	0.1902	0.7997	6	352	758	52	2015.0385
640	catalyst loading	0.3763	0.7175	6	318	676	41	2016.8049
641	catalytic activity	1.0555	-0.0381	3	1257	3941	243	2015.7078
642	catalytic current	2.0262	-0.165	3	247	452	21	2015.2857
643	catalytic cycle	0.9884	-0.1098	3	191	232	15	2015.6
644	catalytic domain	0.2924	-0.4769	4	440	895	61	2015.2459
645	catalytic efficiency	0.5356	-0.2166	4	708	1347	92	2015.6739
646	catalytic hydrolysis	0.2641	0.333	2	114	142	13	2016.3077
647	catalytic mechanism	0.4725	-0.5188	4	277	438	37	2015.7027
648	catalytic performance	0.9539	0.1406	3	577	1072	62	2016.871
649	catalytic property	0.7932	-0.1579	4	375	575	43	2015.4884
650	catalytic reaction	0.8091	0.0128	3	304	375	26	2016.0385
651	catalytic site	0.2332	-0.5989	4	186	221	15	2015.0667
652	catalytic system	1.0057	0.1431	3	256	368	32	2015.8125
653	catalyze	0.1948	-0.5443	1	277	368	25	2014.52
654	catalyzed transesterification	0.447	0.7246	6	142	240	14	2014.2857
655	catechol	0.736	0.0581	3	235	295	20	2015.2
656	cathode	1.7352	-0.0801	3	1017	7396	391	2013.6931
657	cathode catalyst	1.7888	-0.0153	3	148	225	12	2013.9167
658	cathode compartment	1.2852	0.0427	3	120	186	11	2008.0909
659	cathodic biocatalyst	2.015	-0.1726	3	121	248	11	2009.9091
660	cathodic catalyst	1.9452	-0.0474	3	190	345	16	2014.9375
661	cattle manure	-0.599	0.5891	5	252	463	34	2016.0294
662	cazy	-0.1382	-0.4233	4	177	250	17	2016.1765
663	cazy database	0.1388	-0.4724	4	138	186	11	2016.8182
664	cazyme	-0.0763	-0.4547	4	434	961	54	2017.7222
665	cazymes	-0.0892	-0.4685	4	279	499	28	2017.8214
666	cbh	0.0492	-0.2612	4	318	489	35	2015.4
667	cbh1	0.0309	-0.4899	4	128	189	14	2013.7143
668	cbhi	0.0923	-0.2328	4	168	231	18	2016.3889
669	cbm	0.194	-0.3981	4	396	780	51	2015.2941
670	cbms	0.2943	-0.4555	4	105	155	13	2013.9231
671	cbp	-0.1305	-0.2204	1	660	1224	93	2015.5806
672	cbs	-0.2729	-0.0309	2	241	312	27	2014.6296
673	ccd	-0.0322	0.5984	6	514	1110	68	2016.1324
674	ccr	-0.3398	-0.4082	1	260	384	28	2015
675	ccrd	0.2058	0.7668	6	172	298	20	2013.75
676	cdh	1.2924	-0.3169	3	353	729	39	2014.4615
677	cdna	-0.3481	-0.6022	1	426	618	32	2014
678	cdw	-0.5741	-0.227	1	199	274	18	2016.7778
679	cel5a	0.2114	-0.3195	4	205	285	21	2013.8571
680	cel7a	0.3779	-0.2019	4	240	403	33	2014.303
681	cela	0.1244	-0.3796	4	157	212	14	2016.2857
682	cell biology	-0.3286	-0.6684	1	156	177	10	2017.7
683	cell cycle	-0.7513	-0.4474	1	138	171	13	2016.9231
684	cell disruption	-0.4298	0.3222	6	231	418	38	2016.6316
685	cell division	-0.6982	-0.6116	1	263	352	22	2015.6818
686	cell dry weight	-0.6111	-0.3158	1	319	544	39	2015.3333
687	cell factory	-0.3188	-0.6181	1	553	921	72	2016.375
688	cell immobilization	0.0842	0.2336	5	181	248	19	2014
689	cell mass	-0.4237	-0.0161	1	399	647	50	2015.06
690	cell morphology	-0.5662	-0.2346	1	161	186	14	2017.5
691	cell performance	1.7752	-0.1079	3	351	734	43	2013.5349
692	cell physiology	-0.3977	-0.7177	1	143	158	13	2016.1538
693	cell size	-0.603	-0.3659	1	234	291	26	2015.5769
694	cell sorting	-0.3655	-0.5839	1	144	189	14	2015.2857
695	cell type	-0.5393	-0.4521	1	188	246	20	2013.95
696	cell voltage	2.0265	-0.1568	3	439	1400	65	2012.5692
697	cell wall biosynthesis	-0.6737	-0.5875	1	255	414	24	2015.4167
698	cell wall component	-0.1996	-0.203	2	320	447	34	2014.5294
699	cell wall composition	-0.6123	-0.1967	2	492	1124	75	2015.8267
700	cell wall degrading enzyme	-0.3812	-0.3264	4	180	229	17	2014.2941
701	cell wall digestibility	-0.5171	-0.1138	2	178	240	15	2015.6667
702	cell wall modification	-0.3966	-0.2034	2	203	320	19	2016.1053
703	cell wall polymer	-0.3644	-0.3846	4	216	304	20	2015.9
704	cell wall polysaccharide	-0.2951	-0.2358	4	313	424	33	2015.303
705	cell wall property	-0.4219	-0.2015	2	162	234	17	2013.4118
706	cell wall recalcitrance	-0.5065	-0.2227	2	299	528	37	2015.3514
707	cell wall structure	-0.2622	0.0323	2	374	539	39	2014.7949
708	cell wall thickness	-0.616	-0.1423	2	124	160	10	2016.9
709	cellic ctec2	-0.0907	0.4954	2	320	471	32	2016.9688
710	cello oligosaccharide	0.3611	-0.3269	4	199	285	19	2015
711	cellobiase	0.0133	-0.0366	4	165	201	16	2013.9375
712	cellobiohydrolase	0.141	-0.2461	4	798	1837	137	2015.0511
713	cellobiose dehydrogenase	1.3193	-0.2908	3	523	1300	70	2014.4857
714	cellobiose phosphorylase	-0.1906	-0.5372	4	107	123	11	2015.4545
715	cellodextrin	0.1994	-0.4508	4	215	270	23	2015.087
716	cellotetraose	0.3287	-0.3679	4	141	192	11	2014.4545
717	celluclast	0.0802	0.217	4	396	625	42	2014.5476
718	cellular component	-0.6829	-0.2962	1	114	125	11	2013.9091
719	cellular function	-0.4148	-0.5525	1	156	181	14	2014.3571
720	cellular growth	-0.451	-0.475	1	181	203	15	2015.4
721	cellular lipid	-0.658	-0.0739	1	147	199	15	2015.8
722	cellular lipid content	-0.6381	-0.0844	1	126	178	14	2015.5714
723	cellular process	-0.3247	-0.6147	1	198	256	19	2015.1053
724	cellular response	-0.5251	-0.6618	1	212	291	19	2014.1579
725	cellulase activity	-0.0134	-0.1095	4	886	1833	152	2015.6053
726	cellulase adsorption	0.1118	0.2391	2	146	191	18	2015
727	cellulase cocktail	0.1355	0.0211	4	207	287	24	2015.5417
728	cellulase expression	-0.1392	-0.6516	4	132	199	15	2016.1333
729	cellulase gene	-0.0605	-0.45	4	310	562	38	2016.6316
730	cellulase gene expression	-0.2035	-0.7252	4	111	201	13	2015.3846
731	cellulase induction	-0.0677	-0.6086	4	101	147	11	2016.3636
732	cellulase loading	-0.0708	0.522	2	290	479	34	2013.5
733	cellulase mixture	0.1457	-0.0138	4	250	364	28	2014.5357
734	cellulase production	-0.1037	-0.1791	4	723	1622	132	2016.0076
735	cellulases	0.2883	-0.3248	4	265	373	28	2015.2143
736	cellulolytic	-0.0471	-0.4343	4	116	142	13	2016.3077
737	cellulolytic activity	-0.0496	-0.2367	4	501	837	72	2015.3611
738	cellulolytic bacterium	-0.1384	-0.284	4	390	610	47	2016.0638
739	cellulolytic enzyme production	-0.0859	-0.1037	4	137	165	12	2015.5833
740	cellulolytic microorganism	-0.215	-0.3453	4	140	160	13	2015.6154
741	cellulose accessibility	-0.0847	0.4543	2	355	678	50	2016.52
742	cellulose binding domain	0.2206	-0.1947	4	140	161	12	2015.5
743	cellulose biosynthesis	-0.5823	-0.6494	1	188	272	13	2015.3077
744	cellulose chain	0.1753	-0.0364	4	208	283	26	2015.1154
745	cellulose component	-0.0279	0.4063	2	116	138	12	2011.6667
746	cellulose conversion	-0.0461	0.4006	2	481	786	69	2015.087
747	cellulose crystallinity	-0.1241	0.3471	2	446	954	72	2015.8056
748	cellulose deconstruction	-0.1392	-0.4445	4	161	211	13	2015.0769
749	cellulose degrading enzyme	-0.0123	-0.3823	4	116	129	12	2014.0833
750	cellulose digestibility	-0.1615	0.6591	2	190	263	23	2015.0435
751	cellulose digestion	-0.0487	-0.1698	4	130	163	12	2016.75
752	cellulose fraction	-0.1263	0.4981	2	162	200	18	2016.2222
753	cellulose microfibril	0.0278	-0.176	4	279	435	41	2015.0732
754	cellulose recovery	-0.1587	0.5705	2	170	206	15	2016.2667
755	cellulose saccharification	0.0287	0.2392	2	225	315	24	2014.4167
756	cellulose solvent	-0.1255	0.6112	2	113	183	12	2012.1667
757	cellulose structure	0.1765	0.2193	2	198	279	25	2015.04
758	cellulose substrate	0.2238	-0.2403	4	278	419	31	2015.0323
759	cellulose surface	0.3279	-0.0575	4	126	171	15	2014.7333
760	cellulose synthase	-0.5239	-0.6119	1	210	319	17	2015.8235
761	cellulosic bioethanol production	-0.3564	0.0772	2	134	154	12	2015.9167
762	cellulosic biorefinery	-0.3753	0.5267	2	155	196	18	2015.6667
763	cellulosic ethanol	-0.3737	0.3516	2	636	1129	107	2013.8411
764	cellulosic hydrolysate	-0.1454	-0.186	1	123	138	12	2014.5833
765	cellulosic substrate	0.1138	-0.0806	4	562	1032	77	2014.961
766	cellulosic waste	-0.044	0.0602	4	172	194	14	2015.7143
767	cellulosome	0.1492	-0.4337	4	402	720	57	2015.2982
768	central carbon metabolism	-0.457	-0.6861	1	250	352	23	2017.3913
769	central composite design	-0.1024	0.6162	6	787	1888	128	2016.2812
770	central composite rotatable design	0.1592	0.7392	6	166	308	19	2013.9474
771	central metabolism	-0.3722	-0.7227	1	277	401	25	2015.72
772	certain condition	-0.5379	-0.3956	1	131	144	10	2015.5
773	certain ionic liquid	-0.0793	0.3127	2	100	122	10	2015.5
